id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
27729677,Private Guest Room In Family Home,209350770,Kamil,Cayo,Cayo,17.24124,-88.77234,Private room,,1,0,,,1,0,0,
27751489,Standard Double Room #3,45374193,Rumors,Cayo,Cayo,17.13017,-89.09493,Hotel room,,1,0,,,10,0,0,
27752946,Suzie's Hilltop Villa 1,183396336,Jameli,Cayo,Cayo,17.153217315673828,-89.06898498535156,Entire home/apt,318,2,190,2025-03-05,2.48,4,244,35,
27753120,Standard Triple Room #4,45374193,Rumors,Cayo,Cayo,17.13035,-89.09531,Hotel room,,1,1,2022-09-07,0.03,10,0,0,
27754940,Deluxe Single Room #7,45374193,Rumors,Cayo,Cayo,17.13038,-89.09364,Hotel room,,1,1,2022-08-18,0.03,10,0,0,
27755440,Deluxe Single Room #8 (Balcony),45374193,Rumors,Cayo,Cayo,17.12898,-89.09548,Hotel room,,1,1,2022-05-17,0.03,10,0,0,
27755726,Deluxe Double Room #9,45374193,Rumors,Cayo,Cayo,17.12932,-89.09546,Hotel room,,1,0,,,10,0,0,
27756107,Deluxe Double Room #10 (Balcony),45374193,Rumors,Cayo,Cayo,17.13052,-89.09504,Hotel room,,1,0,,,10,0,0,
27757308,Deluxe Triple Room #13,45374193,Rumors,Cayo,Cayo,17.13028,-89.09537,Hotel room,,1,0,,,10,0,0,
27780980,Tranquil Lake View in Ambergris Suite 10,209765871,Michelle,Belize,Belize Islands,17.931983947753906,-87.97687530517578,Private room,484,1,4,2025-02-04,0.65,7,202,4,
27784693,Gorgeous vacation home on ground floor level,146517735,Paradise,Belize,Belize Islands,17.97344,-87.92741,Entire home/apt,1116,1,14,2024-02-20,0.22,13,59,0,
27833384,Brahma Blue spacious 2Bed with 2Bath,209765871,Michelle,Belize,Belize Islands,17.93156832911933,-87.97731585416102,Entire home/apt,369,1,3,2025-02-02,0.83,7,343,3,
27936953,Hilltop Horizon GuestHouse,130432445,Luis,Cayo,Cayo,17.15153,-89.07716,Private room,91,1,3,2023-02-21,0.05,4,363,0,
27953235,4BR on beach with private pool!,1120393,Barbara,Belize,Belize Islands,17.8799,-87.99311,Entire home/apt,908,3,7,2025-01-11,0.11,24,178,1,
27961908,St. John Road Belmopan AC Unit 1,37825025,KenEm,Cayo,Cayo,17.24354,-88.75916,Entire home/apt,,1,13,2019-06-15,0.16,2,0,0,
27983683,CityView@DB Tower,152891603,David,Belize,Belize Mainland,17.51085,-88.22086,Entire home/apt,160,1,3,2024-09-22,0.04,26,43,1,
28011981,Beachfront | Heart of Town | 1B/1 BA,52325912,Dora,Belize,Belize Islands,17.92111,-87.96165,Entire home/apt,252,2,274,2025-03-05,3.70,2,176,46,
28074225,Standard 1 bedroom 1 Bathroom Beachside Villa,160615050,Jo-Anne Jenniffer,Stann Creek,Stann Creek Mainland,16.877446,-88.288251,Entire home/apt,670,1,88,2025-01-29,1.16,10,363,14,
28185476,Horse Cottage Family wooden house,51172579,Nathalie,Corozal,Corozal,18.34411,-88.15241,Entire home/apt,146,1,17,2025-03-08,0.22,4,354,8,
28199677,Beach front luxury home sleeps 12 with pool,212988722,Cornel,Stann Creek,Stann Creek Mainland,16.83915,-88.27024,Entire home/apt,1856,1,27,2025-01-20,0.35,3,257,1,
28202852,Luxury Lower Ocean Front Pool  Villa,212988722,Cornel,Stann Creek,Stann Creek Mainland,16.83737,-88.27021,Entire home/apt,919,1,8,2024-11-30,0.11,3,259,1,
28315921,Grand Baymen -Premium- One Bedroom Condo- FreeWIFI,45444370,ECI Development,Belize,Belize Islands,17.91305,-87.9704,Entire home/apt,437,1,3,2022-01-04,0.05,11,365,0,
28316404,Areca House Studio~Gold Standard ~Private Entrance,211931269,Joseph (Doc),Stann Creek,Stann Creek Mainland,16.83821,-88.27039,Entire home/apt,205,4,51,2025-02-14,0.69,2,272,4,
28318253,Areca House 2 BR~Gold Standard~Private Entrance,211931269,Joseph (Doc),Stann Creek,Stann Creek Mainland,16.84014,-88.27218,Entire home/apt,313,5,59,2025-02-20,0.77,2,284,6,
28363146,Luxury 2-bedroom 2 Bathroom Beachfront Villa,160615050,Jo-Anne Jenniffer,Stann Creek,Stann Creek Mainland,16.877446,-88.288251,Entire home/apt,1344,2,25,2024-04-06,0.33,10,345,1,
28387479,Jaguar House,52665457,Vanessa,Stann Creek,Stann Creek Mainland,17.02637,-88.51217,Entire home/apt,,3,8,2020-03-04,0.10,9,312,0,
28408478,Spacious Ocean Front Lower Suite sleep 4,212988722,Cornel,Stann Creek,Stann Creek Mainland,16.84003,-88.2732,Private room,619,1,3,2019-03-09,0.04,3,259,0,
28437840,Hotel Room on the Beach 2C,2342237,Elizabeth,Belize,Belize Islands,17.90981,-87.9708,Hotel room,236,3,53,2024-12-13,0.68,2,346,5,
28438943,The Bungalow @ Pineapple Hill,214690310,Steven,Stann Creek,Stann Creek Mainland,17.04884,-88.55629,Entire home/apt,169,3,84,2025-03-06,1.10,5,83,17,
28443797,Charming tropical getaway with Pool,214648886,Oskar,Cayo,Cayo,17.24107,-88.80145,Entire home/apt,176,2,12,2025-03-16,0.16,2,359,5,
28490630,"Charming tropical getaway with pool, sleeps 4",214648886,Oskar,Cayo,Cayo,17.23904,-88.80238,Entire home/apt,227,2,26,2025-03-16,0.34,2,353,9,
28518119,Near Beach Renovated 1BR | Balcony | WiFi,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.51466,-88.36845,Entire home/apt,82,1,69,2025-03-09,0.87,204,352,12,
28518304,Romantic 1BR Oceanfront Caribe Island | Patio,76414486,Vacasa Belize,Belize,Belize Islands,17.89068,-87.98066,Entire home/apt,289,2,92,2024-11-27,1.26,204,316,21,
28518360,Lovely 1BR Riverfront 3rd-Floor | Balcony | Pool,76414486,Vacasa Belize,Cayo,Cayo,17.16751,-89.11875,Private room,297,2,30,2024-06-16,0.40,204,365,2,
28518591,1BR Garden-View | Patio | Pool | Dock | Partial AC,76414486,Vacasa Belize,Belize,Belize Islands,17.89198,-87.98114,Entire home/apt,280,1,49,2025-02-08,0.63,204,343,17,
28518601,Large 2BR Oceanview Mara Laguna 2nd-Floor,76414486,Vacasa Belize,Belize,Belize Islands,17.93439,-87.95533,Entire home/apt,225,3,25,2025-02-13,0.32,204,365,8,
28518643,1BR Riverfront 3rd-Floor | Pool | Balcony,76414486,Vacasa Belize,Cayo,Cayo,17.1683,-89.12021,Entire home/apt,295,2,14,2025-03-12,0.19,204,365,5,
28518646,1BR Riverfront 3rd-Floor | Balcony | Pool,76414486,Vacasa Belize,Cayo,Cayo,17.16814,-89.11865,Private room,284,2,61,2025-02-26,0.81,204,352,18,
28518678,Stunning 2BR Oceanfront Ambergris Caye | Pool,76414486,Vacasa Belize,Belize,Belize Islands,17.88046,-87.99098,Entire home/apt,369,2,28,2025-03-16,0.40,204,0,7,
28518805,1BR ocean view with pool & beach access,76414486,Vacasa Belize,Belize,Belize Islands,17.89055,-87.98102,Entire home/apt,138,1,73,2025-03-18,0.96,204,330,20,
28519246,Luxe Studio Riverfront 2nd-Floor | Balcony,76414486,Vacasa Belize,Cayo,Cayo,17.16642,-89.12101,Entire home/apt,111,2,30,2025-01-13,0.41,204,352,9,
28519248,Comfortable 2BR | Patio | Near the Beach/Town,76414486,Vacasa Belize,Belize,Belize Islands,17.73905,-88.0259,Entire home/apt,321,2,55,2025-02-13,0.70,204,0,7,
28519249,2BR Oceanview Caribe Island | Balcony | Pool,76414486,Vacasa Belize,Belize,Belize Islands,17.89149,-87.98048,Entire home/apt,434,1,8,2022-07-09,0.12,204,365,0,
28519348,Lovely 1BR Riverfront 2nd-Floor | Balcony | Pool,76414486,Vacasa Belize,Cayo,Cayo,17.16801,-89.11933,Private room,220,2,14,2025-02-05,0.19,204,361,4,
28591243,Shangri-la private Toucan Room,215782210,Jeevan,Belize,Belize Mainland,17.46461,-88.36748,Private room,75,1,0,,,2,365,0,
28602439,Sailing Catamaran based in San Pedro Belize,47639077,Tammy,Belize,Belize Islands,17.92398,-87.95851,Entire home/apt,1816,2,0,,,1,364,0,
28669027,Best in the Village Luxury Home,216308428,Kyra,Stann Creek,Stann Creek Mainland,16.86407,-88.28422,Entire home/apt,227,3,22,2024-06-06,0.28,2,272,1,
28671283,"Ka's Beach House, Hopkins",216308428,Kyra,Stann Creek,Stann Creek Mainland,16.86459,-88.28478,Entire home/apt,211,3,11,2023-11-20,0.15,2,269,0,
28673796,The Belize Ocean View - private bedroom & bathroom,216343596,Lins,Belize,Belize Mainland,17.53001,-88.23869,Private room,59,1,49,2020-03-01,0.63,1,169,0,
28686940,Beach Cabanas * Sleeps 4 * in Plantation,216314983,Cristina,Stann Creek,Stann Creek Mainland,16.64199,-88.32397,Entire home/apt,1014,3,9,2024-03-30,0.12,1,179,1,
28766139,Conch Shell Inn 1,21484509,Kit,Belize,Belize Islands,17.92038,-87.96189,Private room,180,1,49,2025-01-03,0.64,6,365,9,
28766688,Conch Shell Inn 6,21484509,Kit,Belize,Belize Islands,17.92211,-87.96148,Private room,161,1,110,2025-01-18,1.40,6,365,10,
28809422,Suzie's Hilltop Villa 2,183396336,Jameli,Cayo,Cayo,17.153385162353516,-89.06904602050781,Entire home/apt,387,2,180,2025-03-12,2.30,4,271,30,
28888471,The Great House Inn,217770661,Steve,Belize,Belize Mainland,17.49191,-88.18247,Private room,180,1,106,2025-02-22,1.41,1,364,12,
28915860,Colorful 2BR Oceanview Mara Laguna 2nd-Floor,76414486,Vacasa Belize,Belize,Belize Islands,17.93336,-87.95466,Entire home/apt,293,3,38,2024-12-28,0.50,204,356,20,
28915869,Spacious 2BR | Deck | Partial AC,76414486,Vacasa Belize,Belize,Belize Islands,17.74028,-88.02526,Entire home/apt,276,2,20,2025-02-01,0.27,204,365,1,
28915874,Cozy Studio | Deck | Kitchenette,76414486,Vacasa Belize,Belize,Belize Islands,17.73934,-88.02612,Entire home/apt,116,2,38,2025-01-26,0.49,204,361,6,
28915883,Walk to Town Studio | Deck | Kitchenette,76414486,Vacasa Belize,Belize,Belize Islands,17.73951,-88.02615,Entire home/apt,109,2,30,2025-02-16,0.39,204,345,8,
29051354,King Jungle Suite overlooking the jungle and surro,44930752,Key Caribe,Toledo,Toledo Mainland,16.0989657,-88.80947979999999,Entire home/apt,1204,3,0,,,6,365,0,
29053468,Large Mission Base Retreat Center,183440775,Richard,Cayo,Cayo,17.26812,-89.03001,Entire home/apt,,2,0,,,1,0,0,
29122148,aMayanHeaven in Hopkins Bay,219353903,Katrina,Stann Creek,Stann Creek Mainland,16.86025,-88.28413,Entire home/apt,735,3,35,2025-01-31,0.56,1,318,13,
29127015,★Luxury Private Beachfront Villa - Stella di Mare★,219496325,Randy,Belize,Belize Islands,17.96397,-87.93142,Entire home/apt,1766,7,7,2024-02-17,0.10,1,77,0,
29183596,9 Oasis Beachfront,122850099,Michael,Belize,Belize Islands,17.92706,-87.9587,Entire home/apt,462,3,42,2024-07-16,0.55,1,331,2,
29234573,1BR Oceanfront Blue Water Beach Villas 3rd-Floor,76414486,Vacasa Belize,Belize,Belize Islands,17.99094,-87.91777,Entire home/apt,404,2,20,2024-02-26,0.27,204,365,0,
29235141,2BR Oceanfront Blue Water Beach Villas 3rd-Floor,76414486,Vacasa Belize,Belize,Belize Islands,17.9906,-87.91835,Entire home/apt,487,2,38,2024-11-30,0.50,204,343,8,
29283127,Cozy Lakeview Home,64932611,Marcia,Belize,Belize Mainland,17.57104,-88.34006,Entire home/apt,,2,12,2022-12-11,0.16,1,0,0,
29308682,Pool Side Guest Suite 5,37610562,Virginia,Cayo,Cayo,17.14681,-89.04905,Entire home/apt,211,3,1,2022-11-30,0.04,6,352,0,
29310315,Parrot Nest Heliconia Garden Cabin (Gold Standard),22923135,Parrot Nest,Cayo,Cayo,17.17364,-89.10877,Private room,,2,55,2025-03-15,0.71,8,347,16,
29362808,The Latitude 17 Sunshine Room,23969147,Wade,Stann Creek,Stann Creek Mainland,16.86083,-88.28443,Private room,143,1,10,2024-11-09,0.13,5,323,1,
29364147,"Latitude 17 Gold Standard Tree Top Suite, Hopkins",23969147,Wade,Stann Creek,Stann Creek Mainland,16.86143,-88.28358,Private room,,2,10,2025-01-11,0.14,5,68,2,
29490135,Banyan Rose,178627421,Rosemary,Orange Walk,Orange Walk,18.07348,-88.56681,Entire home/apt,323,1,12,2024-12-26,0.19,4,321,3,
29514770,Liam's Paradise San Pedro Belize,122844887,Wanda,Belize,Belize Islands,17.93475,-87.95248,Private room,,7,2,2019-02-04,0.03,2,0,0,
29541192,Belizean Beach Front Condo - Tres Cocos Resort 301,85339670,Tres Cocos Resort,Belize,Belize Islands,17.93454,-87.95304,Entire home/apt,473,3,6,2024-12-13,0.09,22,206,2,
29544891,Casa Ricky's,49198827,Ricky,Orange Walk,Orange Walk,18.08256,-88.56562,Entire home/apt,101,1,44,2025-02-02,0.57,1,174,2,
29547947,Hilltop Horizon Guest House Room #2,130432445,Luis,Cayo,Cayo,17.15137,-89.07562,Private room,91,1,4,2023-07-04,0.05,4,365,0,
29548323,Hilltop Horizon Guest House,130432445,Luis,Cayo,Cayo,17.15359,-89.07542,Private room,81,1,0,,,4,365,0,
29637320,Cute Beach Retreat w AC and pool on beach 6-8,9968080,Alexis & Scott,Belize,Belize Islands,17.74186,-88.02418,Hotel room,102,1,40,2025-02-17,0.52,8,355,3,
29759930,Cohune Palms River Cabanas - Hummingbird Cabana,57260493,Bevin,Cayo,Cayo,17.17208,-89.10904,Private room,,1,20,2020-03-02,0.26,4,362,0,
29826006,Belizean Beach Front Condo - Tres Cocos Resort 101,85339670,Tres Cocos Resort,Belize,Belize Islands,17.93425,-87.95339,Entire home/apt,460,3,9,2025-03-14,0.13,22,276,2,
29853888,Beyond Enterprises,78137612,Danae,Belize,Belize Mainland,17.51204,-88.20091,Entire home/apt,222,2,15,2020-03-16,0.20,1,171,0,
29881387,Charming 2BR | Deck | Partial AC,76414486,Vacasa Belize,Belize,Belize Islands,17.73802,-88.02724,Entire home/apt,394,2,72,2025-02-21,0.93,204,357,13,
29881391,2BR Oceanview Placencia Peninsula | Deck | Pool,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.55928,-88.36216,Entire home/apt,394,2,63,2025-03-06,0.82,204,0,12,
29881395,2BR Oceanview Placencia Peninsula 2nd-Floor,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.5581,-88.36241,Entire home/apt,394,1,34,2025-03-07,0.46,204,362,11,
30016973,"Group value, safe beach and great location",146517735,Paradise,Belize,Belize Islands,17.97534,-87.92602,Entire home/apt,1024,1,9,2023-03-28,0.15,13,61,0,
30037661,Deluxe Apartment Garden View - Unit 6A,158852921,Isla Bonita,Belize,Belize Islands,17.912617910684276,-87.96848177909851,Entire home/apt,393,3,0,,,21,315,0,
30041850,5BR Oceanfront Placencia Peninsula | Dock,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.6539,-88.3132,Entire home/apt,684,3,18,2024-08-19,0.23,204,361,1,
30041851,2BR Oceanfront Placencia Peninsula | Dock | Deck,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.65199,-88.31257,Entire home/apt,428,3,16,2024-01-13,0.21,204,365,0,
30116192,4 Couples beach vacation,93123112,Lee,Belize,Belize Islands,17.89717,-87.97677,Private room,,1,2,2022-01-01,0.03,17,365,0,
30116648,Solo in Belize,93123112,Lee,Belize,Belize Islands,17.89767,-87.97745,Private room,203,1,9,2025-03-04,0.12,17,362,3,
30116865,Private Suite on the beach - restful,93123112,Lee,Belize,Belize Islands,17.89922,-87.97818,Private room,242,1,6,2024-01-01,0.08,17,365,0,
30148898,Cohune Palms River Cabanas - Toucan Cabana,57260493,Bevin,Cayo,Cayo,17.1727,-89.1095,Private room,323,1,35,2024-02-26,0.46,4,355,0,
30180837,Walk to Beach 1BR Mara Laguna 1st-Floor,76414486,Vacasa Belize,Belize,Belize Islands,17.93518,-87.95466,Entire home/apt,299,3,13,2024-04-28,0.17,204,363,1,
30199195,D's Studio Apartment,107202270,Rafael,Cayo,Cayo,17.1623,-89.07143,Entire home/apt,96,1,24,2025-01-29,0.31,7,317,1,
30226734,Suzie's Hilltop Estate,183396336,Jameli,Cayo,Cayo,17.153606414794922,-89.06919860839844,Entire home/apt,540,2,78,2025-03-18,1.05,4,231,19,
30252099,"For Travellors on a budget, with private bathroom",115825277,Stephen,Cayo,Cayo,17.16004,-89.07367,Private room,,1,9,2024-12-09,0.12,6,79,3,
30287932,The Lily Pad Belize | Newer 2 Bedroom Cottage,135893916,Mike & Liliana,Belize,Belize Islands,17.73883,-88.02909,Entire home/apt,358,2,34,2025-02-24,0.48,2,30,8,
30297575,Sunrise Suite Beachfront Apartment at Coconut Row,22501021,Damian,Stann Creek,Stann Creek Mainland,16.86272430419922,-88.28363037109375,Private room,702,1,1,2024-05-03,0.09,5,268,1,
30345873,Howler Monkey House/WiFi/ free shuttle /AC,46973413,Adrienne,Belize,Belize Mainland,17.594,-88.556,Entire home/apt,115,1,30,2024-12-03,0.40,8,365,4,
30364455,"Beachfront Sun & Sea Beach House, Gold Standard",227976836,Mirko,Stann Creek,Stann Creek Mainland,16.82334,-88.26603,Entire home/apt,551,3,60,2025-03-22,0.81,1,320,14,
30371109,Coconut Beachfront Cabin at Coconut Row,22501021,Damian,Stann Creek,Stann Creek Mainland,16.86272430419922,-88.28363037109375,Private room,497,1,2,2022-07-24,0.03,5,261,0,
30372357,Cohune Beachfront Cabin at Coconut Row,22501021,Damian,Stann Creek,Stann Creek Mainland,16.86272430419922,-88.28363037109375,Private room,697,1,4,2022-04-16,0.06,5,268,0,
30393595,Gumbo Limbo - Aria Kat Art Cabana,28119422,Aria & Ben,Belize,Belize Islands,17.73824691772461,-88.02591705322266,Entire home/apt,200,1,134,2025-03-01,1.76,4,299,21,
30393865,Roaring River Golf & Accommodations - Chalet #3,14298025,Paul,Cayo,Cayo,17.2318,-88.8013,Entire home/apt,,1,0,,,3,0,0,
30400393,1 Bed Overwater Cabana (Duplex) w/ private pool.,81705728,Rick,Belize,Belize Islands,17.93512,-87.95946,Entire home/apt,823,1,42,2024-03-15,0.57,4,363,0,
30401487,Travelers' Roost 2BR Seaview Apt at Coconut Row,22501021,Damian,Stann Creek,Stann Creek Mainland,16.86272430419922,-88.28363037109375,Private room,664,1,3,2021-06-20,0.05,5,295,0,
30401585,FREE SHUTTLE/Caye Caulker Guest Studio Apt. 5,46973413,Adrienne,Belize,Belize Islands,17.74074,-88.02642,Entire home/apt,150,1,7,2024-01-04,0.09,8,365,0,
30443348,Cabin in San Ignacio Town -Gold Standard Certified,145194031,Francisco Javier,Cayo,Cayo,17.16206,-89.06884,Private room,90,2,171,2025-03-05,2.24,5,83,14,
30464754,"Ocean Front Villa, In Town, Dream Casa Belize",227928529,Sean,Belize,Belize Islands,17.91194,-87.96908,Entire home/apt,1368,2,82,2025-03-16,1.08,1,292,26,
30510324,"House Studio style, Hill View, Santa Elena Town",228965497,Jose,Cayo,Cayo,17.16338,-89.04545,Entire home/apt,242,1,1,2019-02-17,0.01,1,89,0,
30521370,"Flowers Villa-Ladyville/Vista Del Mar, Belize-L/S",205945189,Marion,Belize,Belize Mainland,17.55897,-88.28641,Entire home/apt,,2,1,2019-01-05,0.01,2,0,0,
30553559,Roaring River Golf & Accommodations - Chalet #5,14298025,Paul,Cayo,Cayo,17.24658,-88.80149,Entire home/apt,,1,0,,,3,0,0,
30554121,Roaring River Golf & Accommodations - Chalet #6,14298025,Paul,Cayo,Cayo,17.23247,-88.80275,Entire home/apt,,1,0,,,3,0,0,
30566908,1 The Beach House - Downtown San Pedro,59990092,Monica,Belize,Belize Islands,17.92071,-87.96082,Entire home/apt,274,2,275,2025-03-18,3.63,5,261,52,
30567694,"Private Log Cab-Inn , AC, Pool, Rest & Bar, staff2",97891828,Log Cab-Inn,Cayo,Cayo,17.14036,-89.0842,Entire home/apt,198,1,30,2025-02-13,0.40,1,359,7,
30662507,Entire lower floor of Guest House - Garden View,97303618,Lucina'S,Cayo,Cayo,17.1479,-89.08089,Entire home/apt,454,2,26,2025-03-16,0.35,1,0,5,
30698215,Casita Anita: Adorable Studio in Caye Caulker,448967763,Claudia,Belize,Belize Islands,17.74654,-88.02448,Entire home/apt,137,2,48,2025-03-08,1.80,1,79,16,
30734895,King room located downtown San Ignacio,74235812,Matthew,Cayo,Cayo,17.15947,-89.06975,Private room,147,1,90,2025-02-18,1.19,6,365,32,
30739692,Honeymoon Cottage W/ King bed*AC*Carrental onsite.,230055677,Stay At The Cabins,Cayo,Cayo,17.1342830657959,-89.04580688476562,Entire home/apt,151,2,207,2025-03-04,2.80,4,66,21,
30769540,Beach-front 2nd Floor Queen Suite 1BR 1Ba 969,71120105,Joan,Belize,Belize Islands,17.93517,-87.95247,Private room,440,3,28,2024-03-23,0.40,7,250,1,
31038029,1 Hopkins Inn - Magnolia Cabana Stan...,231021607,Hopkins Inn,Stann Creek,Stann Creek Mainland,16.85861,-88.28243,Entire home/apt,313,2,21,2023-02-12,0.28,3,81,0,
31038086,4  ·Hopkins Inn - Honeymoon Cabana - Sta...,231021607,Hopkins Inn,Stann Creek,Stann Creek Mainland,16.85858,-88.28231,Entire home/apt,378,2,16,2025-02-13,0.23,3,262,3,
31043381,Bohemia Bungalow,173105695,Colton,Belize,Belize Islands,18.02637,-87.90031,Entire home/apt,,2,9,2020-03-11,0.12,2,0,0,
31053120,Belizean Beach Front Condo - Tres Cocos Resort 302,85339670,Tres Cocos Resort,Belize,Belize Islands,17.934537887573242,-87.95304107666016,Entire home/apt,575,3,39,2025-03-03,0.52,22,228,12,
31100838,PV 16A Palmarosa A-Tropical Getaway!,151270790,Nellie,Belize,Belize Islands,17.92287,-87.96042,Entire home/apt,309,3,41,2024-12-28,0.55,35,283,13,
31124305,Cabin C,45000999,Maya,Stann Creek,Stann Creek Mainland,16.61449,-88.35347,Entire home/apt,,1,0,,,4,0,0,
31181260,"Mayan Mystique Apt 1,  in the center of Sugar City",233098194,Naz.,Orange Walk,Orange Walk,18.08014,-88.56052,Entire home/apt,100,1,97,2025-03-16,1.41,3,251,25,
31224106,"Chapito's 6 Clashing Winds,near  Split.",911311,Hilda,Belize,Belize Islands,17.74821,-88.02425,Entire home/apt,167,1,106,2025-03-10,1.40,11,349,18,
31225828,"Chapito's 7 Clashing Winds,near  Split.",911311,Hilda,Belize,Belize Islands,17.74773,-88.02499,Entire home/apt,167,1,175,2025-03-08,2.31,11,345,19,
31235509,Palmento Grove Garifuna  Live-In Experience,33772768,Uwahnie Melanie,Stann Creek,Stann Creek Mainland,16.85401,-88.28046,Private room,150,2,11,2024-02-07,0.17,2,365,0,
31236571,Palmento Grove Garifuna Live-In Experience,33772768,Uwahnie Melanie,Stann Creek,Stann Creek Mainland,16.85346,-88.2814,Private room,150,2,1,2022-04-20,0.03,2,361,0,
31260908,Mali and Jay Restaurant and Resort,233906414,Maurice,Belize,Belize Mainland,17.85782,-88.53316,Entire home/apt,,1,0,,,2,0,0,
31261476,Mali and Jay Restaurant and Resort,233906414,Maurice,Belize,Belize Mainland,17.79392,-88.5407,Entire home/apt,,1,0,,,2,0,0,
31267267,Amazing 1BR Oceanfront Blue Water Beach Villas 2n,76414486,Vacasa Belize,Belize,Belize Islands,17.99043,-87.91874,Entire home/apt,406,2,56,2025-03-17,0.75,204,347,18,
31270679,KhalKob's Estate: 4 (GOLD STANDARD CERTIFIED),93564386,Rodney,Stann Creek,Stann Creek Mainland,16.52191,-88.36848,Hotel room,264,1,22,2023-03-06,0.29,8,302,0,
31286007,"Luxurious Beach Front Villa Sapphire, beachfront,",234131000,La Perla Del Caribe,Belize,Belize Islands,17.990774,-87.918291,Entire home/apt,695,1,13,2025-02-18,0.21,10,308,4,
31290930,Gorgeous 1BR Oceanfront Blue Water Beach Villas 3,76414486,Vacasa Belize,Belize,Belize Islands,17.99043,-87.91942,Entire home/apt,383,2,33,2024-11-09,0.45,204,352,4,
31325872,"Solid internet! King bed,private, spa shower, AC!",3726010,Diana,Belize,Belize Islands,17.910724639892578,-87.97432708740234,Private room,161,1,61,2025-02-19,0.81,8,330,7,
31331508,Belize Jungle Paradise - Chaya Maya Jungle Lodge,28403527,Cheryl,Cayo,Cayo,17.23776,-88.85407,Private room,,1,0,,,2,0,0,
31333096,"Calypso Island Lodge, Lighthouse Reef Atoll Belize",28403527,Cheryl,Belize,Belize Islands,17.20748,-87.59404,Private room,,3,1,2019-02-23,0.01,2,0,0,
31354050,2  · Hopkins Inn - Moonlight Cabana,231021607,Hopkins Inn,Stann Creek,Stann Creek Mainland,16.85909,-88.2826,Entire home/apt,277,1,39,2025-03-03,0.52,3,261,5,
31445834,Cozy Hotel Room,235554124,Banana,Belize,Belize Islands,17.90522,-87.97463,Private room,,1,0,,,5,0,0,
31464457,Travelers palm Blue,235707542,Sonia,Cayo,Cayo,17.07573,-89.1372,Private room,,1,4,2023-05-27,0.05,2,0,0,
31470083,Private Scarlet Macaw Room,215782210,Jeevan,Belize,Belize Mainland,17.46215,-88.36615,Private room,81,1,0,,,2,364,0,
31472289,Cozy hotel room,235554124,Banana,Belize,Belize Islands,17.90505,-87.97507,Private room,,1,1,2019-04-24,0.01,5,0,0,
31473106,Suite with Pool View near the beach,235554124,Banana,Belize,Belize Islands,17.90403,-87.97455,Private room,,1,0,,,5,0,0,
31473418,Suite with Pool View near the beach,235554124,Banana,Belize,Belize Islands,17.90473,-87.97646,Private room,,1,0,,,5,0,0,
31474196,Caribbean Sea View Suite,235554124,Banana,Belize,Belize Islands,17.90454,-87.97535,Private room,,1,0,,,5,0,0,
31493501,"Ocean Breeze - Studio, Pool and Bar",235954504,Craig,Stann Creek,Stann Creek Mainland,16.51528,-88.36557,Private room,433,1,4,2025-01-13,0.07,8,256,1,
31513161,"Luxury Beachfront Villa Emerald Gold, Standard Cer",234131000,La Perla Del Caribe,Belize,Belize Islands,17.990774,-87.918291,Entire home/apt,695,1,14,2025-03-22,0.19,10,270,6,
31516424,"Luxurious Villa Jade, Spectacular Ocean Views, Gol",234131000,La Perla Del Caribe,Belize,Belize Islands,17.990774,-87.918291,Entire home/apt,1018,1,10,2025-03-18,0.41,10,319,5,
31516932,"Villa Amber, beach home, GOLD STANDARD APPROVED!",234131000,La Perla Del Caribe,Belize,Belize Islands,17.990774,-87.918291,Entire home/apt,695,1,39,2024-08-24,0.61,10,306,5,
31517231,"Breathtaking, Luxurious Beachfront Villa Sand",234131000,La Perla Del Caribe,Belize,Belize Islands,17.990774,-87.918291,Entire home/apt,695,1,48,2025-01-11,0.74,10,343,8,
31565855,SLo-N-EZ Villa- Terrace (Ocean View)-GOLD STANDARD,36212095,Amiela,Belize,Belize Islands,17.73955,-88.03322,Entire home/apt,392,2,36,2025-02-24,0.49,5,329,7,
31570121,Cabin B,45000999,Maya,Stann Creek,Stann Creek Mainland,16.61538,-88.3541,Entire home/apt,,1,0,,,4,0,0,
31583430,"Casa El Wero Apt 2  
SAN PEDRO, Ambergris Caye",189206205,Luz Elena And Dale,Belize,Belize Islands,17.92505,-87.95897,Entire home/apt,124,2,157,2025-02-23,2.11,3,355,27,
31590705,Royal Properties Link,236806325,Lisa,Belize,Belize Mainland,17.77194,-88.54553,Entire home/apt,131,1,34,2025-03-01,0.46,1,338,10,
31595332,Beach vacation-park the boat at the long pier,93123112,Lee,Belize,Belize Islands,17.89832305908203,-87.97714233398438,Private room,,1,0,,,17,365,0,
31595982,Celebrate Hanukkah & Christmas,93123112,Lee,Belize,Belize Islands,17.89759,-87.9767,Private room,,1,0,,,17,364,0,
